customer_id,loyalty_program_id,enrollment_date,tier,active_status,churn_date
14780,3,2025-03-15 22:57:03.969162,,Yes,
96611,3,2020-10-21 22:57:03.969162,Silver,No,
48150,4,2023-11-04 22:57:03.969162,Premium,No,
92059,3,2021-05-02 22:57:03.969162,Gold,Yes,
44891,5,2024-09-07 22:57:03.969162,Gold,Yes,2022-10-16 22:57:03.969162
48160,4,2022-03-27 22:57:03.969162,Silver,Yes,
9482,5,2019-08-26 22:57:03.969162,Bronze,No,2019-04-19 22:57:03.969162
35746,4,2023-04-01 22:57:03.969162,Silver,No,
89101,2,2025-06-30 22:57:03.969162,Bronze,Yes,
51237,5,2024-12-27 22:57:03.969162,Silver,Yes,
40195,5,2018-09-13 22:57:03.969162,Gold,Yes,2024-10-30 22:57:03.969162
48077,1,2023-06-11 22:57:03.969162,,Yes,
22422,5,2025-01-01 22:57:03.969162,Silver,Yes,
94458,4,2018-08-11 22:57:03.969162,Silver,Yes,
43697,1,2018-07-23 22:57:03.969162,Silver,Yes,2019-07-30 22:57:03.969162
88022,1,2019-10-31 22:57:03.969162,,Yes,
71555,4,2020-06-30 22:57:03.969162,Bronze,Yes,
41119,5,2019-11-30 22:57:03.969162,,Yes,
80362,2,2022-06-19 22:57:03.969162,,Yes,
8686,4,2023-06-06 22:57:03.969162,,Yes,2018-11-25 22:57:03.969162
73387,4,2022-10-27 22:57:03.969162,Silver,Yes,
78808,2,2023-06-15 22:57:03.969162,Silver,Yes,2023-04-25 22:57:03.969162
32216,5,2022-12-14 22:57:03.969162,Bronze,Yes,
22279,3,2018-07-11 22:57:03.969162,Silver,Yes,
84878,1,2018-11-08 22:57:03.969162,Bronze,Yes,2024-05-05 22:57:03.969162
53804,4,2020-01-08 22:57:03.969162,Premium,Yes,
40026,4,2021-04-24 22:57:03.969162,Gold,No,
74795,1,2020-02-10 22:57:03.969162,,Yes,
35882,1,2023-06-06 22:57:03.969162,Gold,Yes,
26113,3,2025-07-21 22:57:03.969162,Gold,Yes,
80965,5,2023-09-18 22:57:03.969162,Silver,Yes,
92551,5,2018-06-01 22:57:03.969162,Pro,Yes,
40337,1,2021-11-12 22:57:03.969162,Pro,Yes,
35262,2,2019-02-06 22:57:03.969162,Bronze,Yes,
12062,1,2021-04-01 22:57:03.969162,,No,2022-02-27 22:57:03.969162
18186,2,2018-08-18 22:57:03.969162,Pro,Yes,
38418,5,2020-02-08 22:57:03.969162,Silver,Yes,2023-04-24 22:57:03.969162
1913,1,2021-06-19 22:57:03.969162,Gold,No,
36602,5,2019-07-01 22:57:03.969162,Premium,Yes,2018-12-26 22:57:03.969162
27021,1,2022-01-08 22:57:03.969162,,Yes,
9421,5,2024-01-20 22:57:03.969162,Silver,Yes,2022-03-28 22:57:03.969162
38020,3,2021-07-13 22:57:03.969162,Premium,Yes,
83542,1,2023-04-10 22:57:03.969162,Pro,Yes,
81839,1,2024-11-07 22:57:03.969162,Gold,Yes,
85601,4,2022-09-18 22:57:03.969162,Bronze,Yes,2019-09-24 22:57:03.969162
43877,1,2025-04-26 22:57:03.969162,Pro,No,
82524,3,2019-05-01 22:57:03.969162,Bronze,Yes,
9385,2,2024-01-07 22:57:03.969162,,Yes,
73466,5,2017-12-03 22:57:03.969162,Pro,Yes,
87096,5,2024-11-27 22:57:03.969162,Bronze,Yes,
10019,4,2024-07-07 22:57:03.969162,Silver,Yes,
19552,4,2024-10-20 22:57:03.969162,Silver,No,2023-04-20 22:57:03.969162
16450,1,2022-05-25 22:57:03.969162,Bronze,Yes,
63868,4,2018-10-18 22:57:03.969162,,Yes,
64114,4,2021-10-04 22:57:03.969162,,No,
64552,1,2022-12-31 22:57:03.969162,Premium,Yes,
10786,4,2019-09-14 22:57:03.969162,,No,2018-05-09 22:57:03.969162
86022,1,2018-08-26 22:57:03.969162,Gold,Yes,
15790,5,2023-03-06 22:57:03.969162,Silver,Yes,
20786,5,2024-07-27 22:57:03.969162,,Yes,
61046,4,2018-06-20 22:57:03.969162,Gold,Yes,
21834,1,2018-06-06 22:57:03.969162,,No,
16752,2,2021-06-05 22:57:03.969162,,Yes,
46272,5,2020-01-23 22:57:03.969162,Premium,Yes,
62524,2,2019-10-24 22:57:03.969162,Pro,Yes,
37309,3,2024-08-09 22:57:03.969162,Premium,Yes,
37617,3,2023-03-21 22:57:03.969162,Gold,Yes,
59611,2,2024-06-30 22:57:03.969162,Silver,Yes,
35452,2,2022-11-08 22:57:03.969162,Premium,No,2024-11-07 22:57:03.969162
74438,5,2024-10-23 22:57:03.969162,Premium,No,
29221,1,2025-06-15 22:57:03.969162,Silver,Yes,
81381,2,2018-11-02 22:57:03.969162,Bronze,No,
23882,2,2024-10-27 22:57:03.969162,Gold,Yes,
93720,5,2024-07-06 22:57:03.969162,Premium,Yes,
81257,5,2020-03-07 22:57:03.969162,Silver,No,
35687,1,2020-05-24 22:57:03.969162,Silver,No,
2131,2,2022-12-06 22:57:03.969162,Bronze,Yes,
6984,5,2024-06-28 22:57:03.969162,Gold,Yes,
45487,4,2024-04-03 22:57:03.969162,Bronze,Yes,
38750,1,2019-02-25 22:57:03.969162,Pro,Yes,
80209,5,2017-09-22 22:57:03.969162,Bronze,No,
77591,4,2022-07-22 22:57:03.969162,Silver,Yes,
74976,1,2019-04-19 22:57:03.969162,Bronze,Yes,2024-03-25 22:57:03.969162
54501,2,2020-09-10 22:57:03.969162,Gold,Yes,
19596,5,2023-05-29 22:57:03.969162,Silver,Yes,
63955,2,2023-09-25 22:57:03.969162,Pro,No,
6994,4,2024-05-16 22:57:03.969162,Gold,Yes,
78928,4,2019-08-17 22:57:03.969162,Pro,Yes,2018-11-21 22:57:03.969162
33208,2,2023-04-01 22:57:03.969162,,No,
52166,1,2018-08-18 22:57:03.969162,Silver,No,
39076,5,2022-04-01 22:57:03.969162,Silver,Yes,2023-09-30 22:57:03.969162
39617,3,2023-08-15 22:57:03.969162,Pro,Yes,
62526,3,2022-10-28 22:57:03.969162,,Yes,
10075,1,2024-04-18 22:57:03.969162,Pro,Yes,
40951,2,2022-11-03 22:57:03.969162,,Yes,
47985,4,2024-04-19 22:57:03.969162,,Yes,2019-04-24 22:57:03.969162
97914,1,2023-05-17 22:57:03.969162,Bronze,Yes,
15195,4,2021-08-27 22:57:03.969162,Pro,Yes,2020-05-13 22:57:03.969162
50776,5,2017-12-24 22:57:03.969162,,Yes,
26262,3,2017-09-22 22:57:03.969162,,Yes,
43071,1,2023-12-15 22:57:03.969162,,Yes,
1874,2,2020-01-07 22:57:03.969162,Silver,No,2019-11-01 22:57:03.969162
45116,5,2024-01-08 22:57:03.969162,,Yes,
92665,5,2020-03-15 22:57:03.969162,Premium,Yes,
89640,1,2024-10-09 22:57:03.969162,Bronze,No,
72677,5,2023-04-14 22:57:03.969162,Gold,Yes,
39830,3,2023-01-27 22:57:03.969162,Silver,No,
22001,1,2021-03-05 22:57:03.969162,,Yes,2023-07-27 22:57:03.969162
45592,5,2021-08-04 22:57:03.969162,Gold,No,
23207,2,2021-08-18 22:57:03.969162,Pro,Yes,
37324,5,2023-12-15 22:57:03.969162,Pro,Yes,2020-10-20 22:57:03.969162
20543,4,2019-08-15 22:57:03.969162,Bronze,Yes,
103,4,2018-04-13 22:57:03.969162,Pro,Yes,
64958,5,2018-11-11 22:57:03.969162,Silver,Yes,
51075,2,2020-09-18 22:57:03.969162,Gold,Yes,
63047,1,2024-04-10 22:57:03.969162,Gold,Yes,2021-01-03 22:57:03.969162
14406,1,2019-07-19 22:57:03.969162,,Yes,
42181,5,2023-06-19 22:57:03.969162,Premium,Yes,
89833,3,2022-10-31 22:57:03.969162,Bronze,Yes,
27773,4,2022-07-12 22:57:03.969162,Silver,No,
68446,4,2024-03-25 22:57:03.969162,Silver,Yes,
9486,1,2018-08-29 22:57:03.969162,Premium,Yes,
41833,3,2023-07-23 22:57:03.969162,,Yes,
63715,3,2019-06-14 22:57:03.969162,Premium,Yes,
12984,5,2024-07-29 22:57:03.969162,,Yes,
36025,3,2021-02-13 22:57:03.969162,Bronze,Yes,
40987,2,2018-10-19 22:57:03.969162,Gold,No,
34373,4,2025-08-02 22:57:03.969162,Silver,Yes,2023-06-19 22:57:03.969162
52792,2,2021-07-22 22:57:03.969162,,No,
90965,4,2022-05-20 22:57:03.969162,Premium,No,2017-08-22 22:57:03.969162
21784,2,2024-05-13 22:57:03.969162,Pro,No,
51191,3,2024-07-26 22:57:03.969162,Bronze,Yes,
27307,5,2021-01-15 22:57:03.969162,,Yes,
4151,4,2020-03-12 22:57:03.969162,Silver,Yes,2018-07-27 22:57:03.969162
91798,3,2020-05-28 22:57:03.969162,Bronze,Yes,
37978,1,2019-04-03 22:57:03.969162,Bronze,Yes,
30441,3,2019-12-02 22:57:03.969162,,Yes,
59241,2,2023-05-06 22:57:03.969162,Premium,No,
56784,1,2019-08-14 22:57:03.969162,Pro,No,
44216,2,2019-04-07 22:57:03.969162,Silver,Yes,2018-09-01 22:57:03.969162
47450,4,2025-02-14 22:57:03.969162,Gold,Yes,
63875,5,2021-07-19 22:57:03.969162,Pro,Yes,
84825,4,2018-12-30 22:57:03.969162,Bronze,Yes,
84562,4,2021-02-28 22:57:03.969162,Bronze,Yes,
63126,5,2025-06-06 22:57:03.969162,Silver,Yes,2019-01-16 22:57:03.969162
59684,2,2024-09-11 22:57:03.969162,Premium,No,
97618,1,2017-12-13 22:57:03.969162,Premium,Yes,
83738,3,2020-03-16 22:57:03.969162,,Yes,
16103,1,2022-08-10 22:57:03.969162,Premium,Yes,
44231,4,2020-05-04 22:57:03.969162,Silver,Yes,
38572,4,2020-08-26 22:57:03.969162,Bronze,Yes,2018-08-03 22:57:03.969162
83579,3,2020-08-02 22:57:03.969162,Premium,Yes,
31425,2,2019-07-08 22:57:03.969162,Gold,No,
69625,4,2021-12-18 22:57:03.969162,Silver,Yes,2021-06-22 22:57:03.969162
53120,4,2017-09-14 22:57:03.969162,Gold,Yes,
51211,4,2019-05-07 22:57:03.969162,Bronze,Yes,
90627,1,2018-01-12 22:57:03.969162,Premium,No,
79614,3,2023-04-08 22:57:03.969162,Pro,Yes,
89078,2,2024-05-10 22:57:03.969162,Silver,No,
35184,5,2023-04-24 22:57:03.969162,Pro,Yes,
56935,5,2018-01-03 22:57:03.969162,,Yes,
94195,4,2019-04-19 22:57:03.969162,Silver,Yes,
27538,2,2019-10-02 22:57:03.969162,Bronze,Yes,
43106,5,2018-08-18 22:57:03.969162,Premium,Yes,2024-09-29 22:57:03.969162
23197,2,2017-09-27 22:57:03.969162,Silver,Yes,
11931,1,2025-06-08 22:57:03.969162,Bronze,Yes,
99541,2,2023-12-01 22:57:03.969162,,No,2018-07-06 22:57:03.969162
92813,1,2017-10-15 22:57:03.969162,,Yes,
71795,3,2019-03-23 22:57:03.969162,Pro,Yes,
58623,3,2019-09-25 22:57:03.969162,Pro,No,
99098,1,2020-06-14 22:57:03.969162,Silver,No,2021-01-11 22:57:03.969162
91014,5,2021-10-09 22:57:03.969162,Silver,Yes,
10930,2,2017-10-21 22:57:03.969162,Gold,Yes,
1578,2,2021-12-28 22:57:03.969162,,Yes,
57567,5,2018-12-31 22:57:03.969162,Gold,No,2023-05-22 22:57:03.969162
70636,5,2019-03-24 22:57:03.969162,Silver,Yes,
8752,2,2022-01-31 22:57:03.969162,Silver,Yes,
88539,4,2018-04-03 22:57:03.969162,Gold,No,
61011,5,2022-11-24 22:57:03.969162,Silver,Yes,
99027,5,2023-11-22 22:57:03.969162,Bronze,Yes,2024-02-01 22:57:03.969162
55784,2,2018-08-07 22:57:03.969162,Premium,Yes,
17745,1,2024-04-10 22:57:03.969162,Bronze,Yes,
42399,5,2019-01-26 22:57:03.969162,Pro,Yes,
49210,1,2017-12-25 22:57:03.969162,Premium,Yes,
3421,2,2024-05-26 22:57:03.969162,,Yes,
38585,5,2025-05-27 22:57:03.969162,Premium,No,
61622,5,2021-09-18 22:57:03.969162,Pro,Yes,
63391,5,2021-11-20 22:57:03.969162,Gold,Yes,
90425,2,2024-06-05 22:57:03.969162,,Yes,2018-05-24 22:57:03.969162
41415,3,2019-04-08 22:57:03.969162,Pro,Yes,
60425,3,2024-03-03 22:57:03.969162,Gold,Yes,
64909,5,2018-03-22 22:57:03.969162,Silver,Yes,
57506,5,2024-02-21 22:57:03.969162,Silver,Yes,
96713,3,2021-11-04 22:57:03.969162,Gold,Yes,
64682,3,2019-12-22 22:57:03.969162,,Yes,2023-08-05 22:57:03.969162
27227,3,2025-04-30 22:57:03.969162,,Yes,
31370,5,2020-01-04 22:57:03.969162,,Yes,
1148,3,2023-12-18 22:57:03.969162,Bronze,Yes,
57234,3,2019-05-07 22:57:03.969162,Silver,Yes,
7606,2,2019-07-18 22:57:03.969162,Pro,Yes,
3265,1,2024-02-09 22:57:03.969162,Premium,Yes,
84673,5,2024-11-08 22:57:03.969162,Premium,Yes,
18375,5,2021-01-31 22:57:03.969162,Bronze,Yes,2018-04-07 22:57:03.969162
91985,1,2022-05-25 22:57:03.969162,,Yes,
40729,2,2019-10-29 22:57:03.969162,Pro,No,
77785,4,2018-03-16 22:57:03.969162,Pro,Yes,
88760,3,2020-09-16 22:57:03.969162,Gold,Yes,
74721,5,2024-04-27 22:57:03.969162,,Yes,
47762,2,2021-04-09 22:57:03.969162,Pro,Yes,2022-10-14 22:57:03.969162
60399,4,2020-03-15 22:57:03.969162,Pro,Yes,
46808,3,2019-12-05 22:57:03.969162,Pro,Yes,
89738,3,2017-11-13 22:57:03.969162,Premium,Yes,
68429,4,2023-12-12 22:57:03.969162,Silver,Yes,2020-12-29 22:57:03.969162
16953,4,2018-03-07 22:57:03.969162,Gold,Yes,
19417,1,2018-07-12 22:57:03.969162,,Yes,
36883,2,2019-04-19 22:57:03.969162,Silver,Yes,
51408,1,2018-10-10 22:57:03.969162,Gold,Yes,
77932,2,2022-09-20 22:57:03.969162,Premium,Yes,
12849,2,2025-06-30 22:57:03.969162,Silver,Yes,
82160,1,2019-10-10 22:57:03.969162,Gold,Yes,2018-09-24 22:57:03.969162
2897,1,2017-09-11 22:57:03.969162,Pro,Yes,
65186,5,2024-04-07 22:57:03.969162,Bronze,Yes,
81283,4,2024-05-19 22:57:03.969162,Bronze,No,2019-10-22 22:57:03.969162
6774,4,2019-11-02 22:57:03.969162,,Yes,2021-06-22 22:57:03.969162
65022,2,2019-08-14 22:57:03.969162,Premium,Yes,
30613,5,2018-05-26 22:57:03.969162,Pro,Yes,2023-10-07 22:57:03.969162
89642,4,2021-05-08 22:57:03.969162,Bronze,Yes,
2578,2,2024-02-03 22:57:03.969162,Pro,Yes,
26337,1,2020-05-03 22:57:03.969162,Bronze,Yes,
68669,2,2020-03-02 22:57:03.969162,Bronze,Yes,
15437,3,2019-04-27 22:57:03.969162,Bronze,Yes,2024-10-10 22:57:03.969162
39662,5,2024-08-16 22:57:03.969162,Gold,Yes,
90730,4,2024-09-20 22:57:03.969162,Silver,Yes,
83012,2,2022-10-25 22:57:03.969162,Bronze,Yes,
21871,2,2021-04-18 22:57:03.969162,Premium,No,
41079,2,2021-06-21 22:57:03.969162,Premium,Yes,
32740,4,2021-04-22 22:57:03.969162,,Yes,
1733,1,2022-02-06 22:57:03.969162,Gold,Yes,
44453,5,2020-11-17 22:57:03.969162,,Yes,2022-01-28 22:57:03.969162
78019,3,2023-09-04 22:57:03.969162,Bronze,Yes,
8356,4,2020-02-15 22:57:03.969162,Silver,Yes,2021-03-31 22:57:03.969162
59366,1,2021-03-02 22:57:03.969162,,Yes,
73655,1,2023-11-03 22:57:03.969162,Gold,No,2023-10-13 22:57:03.969162
136,3,2019-12-04 22:57:03.969162,Gold,Yes,
27813,1,2019-06-21 22:57:03.969162,Premium,Yes,
27959,5,2022-03-06 22:57:03.969162,Silver,Yes,
32624,3,2022-07-27 22:57:03.969162,InvalidTier,Yes,2023-04-13 22:57:03.969162
84984,1,2023-08-27 22:57:03.969162,Premium,Yes,
63658,5,2022-09-28 22:57:03.969162,Silver,Yes,
83484,2,2020-06-10 22:57:03.969162,Premium,Yes,2022-09-10 22:57:03.969162
53800,3,2024-08-03 22:57:03.969162,Silver,No,
75176,5,2021-02-03 22:57:03.969162,Bronze,Yes,
10888,3,2019-08-20 22:57:03.969162,Premium,No,2018-11-19 22:57:03.969162
92909,3,2019-05-03 22:57:03.969162,Gold,Yes,
56932,4,2021-10-19 22:57:03.969162,Premium,Yes,
39599,2,2019-08-09 22:57:03.969162,Silver,Yes,2025-02-02 22:57:03.969162
79933,4,2022-05-11 22:57:03.969162,Bronze,Yes,2024-04-26 22:57:03.969162
81527,3,2023-08-01 22:57:03.969162,Premium,Yes,
18025,5,2021-04-27 22:57:03.969162,Pro,Yes,
97593,3,2022-01-03 22:57:03.969162,,Yes,
5787,4,2018-03-11 22:57:03.969162,Premium,No,
87197,4,2023-01-07 22:57:03.969162,Pro,Yes,
40643,3,2025-07-24 22:57:03.969162,Silver,No,
81292,5,2018-08-15 22:57:03.969162,Premium,Yes,
9170,4,2025-03-23 22:57:03.969162,Pro,Yes,
6531,2,2025-07-02 22:57:03.969162,Bronze,Yes,
45882,1,2023-04-26 22:57:03.969162,Bronze,Yes,
17665,2,2018-12-29 22:57:03.969162,Pro,Yes,2019-05-24 22:57:03.969162
16730,5,2022-03-27 22:57:03.969162,,Yes,
71433,1,2020-08-09 22:57:03.969162,Pro,Yes,2022-05-05 22:57:03.969162
99359,2,2018-09-28 22:57:03.969162,Premium,Yes,
953,2,2025-04-09 22:57:03.969162,Silver,No,
12682,2,2024-09-08 22:57:03.969162,Silver,Yes,
96281,2,2021-07-08 22:57:03.969162,Gold,Yes,2020-11-11 22:57:03.969162
4127,4,2020-11-18 22:57:03.969162,,No,
57757,2,2018-07-20 22:57:03.969162,Premium,Yes,
88081,5,2022-07-09 22:57:03.969162,Bronze,Yes,
47524,2,2025-06-06 22:57:03.969162,Bronze,No,
64010,3,2020-09-30 22:57:03.969162,Bronze,No,
49505,4,2017-09-22 22:57:03.969162,,Yes,
21091,3,2018-08-09 22:57:03.969162,Pro,Yes,2023-06-27 22:57:03.969162
86682,4,2025-05-28 22:57:03.969162,Silver,Yes,
90029,3,2021-03-30 22:57:03.969162,Silver,Yes,
